Timestamp,Gender / เพศ,Age / อายุ,Status / สถานะ  ,Do you play games? / คุณเล่นเกมหรือไม่  ,Why do you play games? / คุณเล่นเกมเพื่ออะไร  ,How many hours do you play games per day? / คุณเล่นเกมกี่ชั่วโมงต่อวัน,What time do you usually play games? / คุณเล่นเกมช่วงเวลาใดมากที่สุด ,Which platform do you use? / คุณเล่นเกมผ่านแพลตฟอร์มใด,What genres do you play? / คุณเคยเล่นเกมแนวไหนมาบ้าง ,What genre do you play the most? / คุณชอบเล่นแนวไหนมากที่สุด,Have you ever spent money on games? / คุณเคยเติมเงินในเกมหรือไม่,How much do you spend on games per month? / คุณใช้เงินกับเกมต่อเดือนเท่าไหร่,What do you usually spend money on? / คุณใช้เงินไปกับอะไร,Do you think you play games too much? / คุณคิดว่าคุณเล่นเกมมากเกินไปหรือไม่,Does gaming affect your study/work? / การเล่นเกมมีผลต่อการเรียน/การทำงานหรือไม่,How many hours do you sleep per day? / คุณนอนกี่ชั่วโมงต่อวัน,Do you play games before sleeping?  / คุณเล่นเกมก่อนนอนไหม,Does gaming affect your health? / การเล่นเกมส่งผลต่อสุขภาพหรือไม่,Have you ever tried to reduce your gaming time but failed? / คุณเคยพยายามลดเวลาเล่นเกม แต่ไม่สำเร็จหรือไม่ ,Do you feel irritated when you cannot play games? /  คุณรู้สึกหงุดหงิดเมื่อไม่ได้เล่นเกมหรือไม่ ,Do you neglect responsibilities because of gaming? /  คุณเคยละเลยหน้าที่ (เช่น การเรียน งาน หรือกิจกรรมอื่นๆ) เพราะการเล่นเกมหรือไม่ 
3/25/2026 21:05:49,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Achievement / ความสำเร็จในเกม,5-6 hours / 5-6 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),A lot / มาก,Not at all / ไม่เลย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Eye strain / ปวดตา,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Never / ไม่เคย
3/25/2026 21:08:44,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Escaping stress / หนีความเครียด,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","MOBA (Ex. ROV, Dota, MLBB, League Of Legends), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,Less than 100 THB / ต่ำกว่า 100 บาท,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Slightly / เล็กน้อย,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,No / ไม่ได้เล่น,Eye strain / ปวดตา,Sometimes / บางครั้ง,Never / ไม่เคย,Sometimes / บางครั้ง
3/25/2026 21:30:38,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,3-4 hours / 3-4 ชั่วโมง,Afternoon / บ่าย,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris), Sports (Ex. FIFA, eFootball, NBA 2K), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",In-game items (ไอเทมภายในเกม),Slightly / เล็กน้อย,Slightly / เล็กน้อย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Never / ไม่เคย,Sometimes / บางครั้ง,Sometimes / บางครั้ง
3/25/2026 22:18:59,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,3-4 hours / 3-4 ชั่วโมง,Night / กลางคืน,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris), Sports (Ex. FIFA, eFootball, NBA 2K), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,Less than 100 THB / ต่ำกว่า 100 บาท,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Moderately / ปานกลาง,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Never / ไม่เคย,Never / ไม่เคย,Sometimes / บางครั้ง
3/25/2026 22:35:30,Male / ชาย,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Competition / แข่งขัน,More than 6 hours / มากกว่า 6 ชั่วโมง,Night / กลางคืน,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",In-game items (ไอเทมภายในเกม),Not at all / ไม่เลย,Not at all / ไม่เลย,Less than 4 hour / น้อยกว่า 4 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Never / ไม่เคย,Never / ไม่เคย
3/25/2026 22:53:33,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,Less than 1 hour / น้อยกว่า 1 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Moderately / ปานกลาง,Moderately / ปานกลาง,5-6 hour / 5-6 ชั่วโมง,No / ไม่ได้เล่น,Sleep issues / นอนดึก,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Sometimes / บางครั้ง
3/25/2026 23:11:26,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,5-6 hours / 5-6 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,100–500 THB,BP,Not at all / ไม่เลย,Not at all / ไม่เลย,Less than 4 hour / น้อยกว่า 4 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Sometimes / บางครั้ง,Never / ไม่เคย
3/26/2026 9:11:31,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,3-4 hours / 3-4 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"Sports (Ex. FIFA, eFootball, NBA 2K)","Sports (Ex. FIFA, eFootball, NBA 2K)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",In-game items (ไอเทมภายในเกม),A lot / มาก,Moderately / ปานกลาง,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Never / ไม่เคย
3/26/2026 12:27:17,Male / ชาย,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",In-game items (ไอเทมภายในเกม),Not at all / ไม่เลย,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Never / ไม่เคย,Sometimes / บางครั้ง
3/26/2026 13:11:31,Female / หญิง,24 +,Working / ทำงาน,Yes / เล่น,Relaxation / ผ่อนคลาย,Less than 1 hour / น้อยกว่า 1 ชั่วโมง,Night / กลางคืน,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",Yes / เคย,100–500 THB,,Slightly / เล็กน้อย,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,No / ไม่ได้เล่น,Sleep issues / นอนดึก,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Sometimes / บางครั้ง
3/26/2026 20:07:25,Female / หญิง,18 - 20,Other / อื่นๆ,Yes / เล่น,Relaxation / ผ่อนคลาย,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Puzzle (Ex. Candy Crush, Tetris)","RPG (Ex. Genshin impact, Elden Ring, Black Desert)",Yes / เคย,100–500 THB,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Moderately / ปานกลาง,Moderately / ปานกลาง,Less than 4 hour / น้อยกว่า 4 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Never / ไม่เคย,Sometimes / บางครั้ง,Sometimes / บางครั้ง
3/29/2026 20:45:41,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,Less than 1 hour / น้อยกว่า 1 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",Yes / เคย,"500–1,000 THB",Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Not at all / ไม่เลย,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,No / ไม่ได้เล่น,Back/neck pain / ปวดหลัง/คอ,Never / ไม่เคย,Sometimes / บางครั้ง,Never / ไม่เคย
3/29/2026 20:46:38,Male / ชาย,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,3-4 hours / 3-4 ชั่วโมง,Afternoon / บ่าย,"Mobile / มือถือ, PC / Laptop","MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,Less than 100 THB / ต่ำกว่า 100 บาท,In-game items (ไอเทมภายในเกม),A lot / มาก,Slightly / เล็กน้อย,More than 8 hour / มากกว่า 8 ชั่วโมง,Yes / เล่น,Eye strain / ปวดตา,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Sometimes / บางครั้ง
3/29/2026 20:48:46,Male / ชาย,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Achievement / ความสำเร็จในเกม,3-4 hours / 3-4 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","Puzzle (Ex. Candy Crush, Tetris)",Yes / เคย,Less than 100 THB / ต่ำกว่า 100 บาท,Buying games (ซื้อเกมมาเล่น),A lot / มาก,Slightly / เล็กน้อย,More than 8 hour / มากกว่า 8 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Sometimes / บางครั้ง,Never / ไม่เคย,Sometimes / บางครั้ง
3/29/2026 20:49:29,Female / หญิง,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,3-4 hours / 3-4 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,100–500 THB,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),A lot / มาก,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Sometimes / บางครั้ง,Never / ไม่เคย,Sometimes / บางครั้ง
3/29/2026 21:05:29,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,More than 6 hours / มากกว่า 6 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop, Console (PlayStation, Xbox, Nintendo), Other / อื่นๆ","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris), Sports (Ex. FIFA, eFootball, NBA 2K), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia), all","Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",all,Not at all / ไม่เลย,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Never / ไม่เคย,Never / ไม่เคย
3/29/2026 21:34:28,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,Racing,Racing,Yes / เคย,100–500 THB,In-game items (ไอเทมภายในเกม),Slightly / เล็กน้อย,Slightly / เล็กน้อย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Often / บ่อย,Sometimes / บางครั้ง,Often / บ่อย
3/29/2026 22:26:59,Male / ชาย,Under 18 / ต่ำกว่า 18 ปี,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,More than 6 hours / มากกว่า 6 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"MOBA (Ex. ROV, Dota, MLBB, League Of Legends)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",Yes / เคย,Less than 100 THB / ต่ำกว่า 100 บาท,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),A lot / มาก,Moderately / ปานกลาง,5-6 hour / 5-6 ชั่วโมง,No / ไม่ได้เล่น,Sleep issues / นอนดึก,Often / บ่อย,Never / ไม่เคย,Sometimes / บางครั้ง
3/29/2026 22:32:31,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,3-4 hours / 3-4 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,"500–1,000 THB",Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Moderately / ปานกลาง,Moderately / ปานกลาง,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Sometimes / บางครั้ง,Never / ไม่เคย,Sometimes / บางครั้ง
3/30/2026 15:13:38,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,5-6 hours / 5-6 ชั่วโมง,Night / กลางคืน,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), RPG (Ex. Genshin impact, Elden Ring, Black Desert)","RPG (Ex. Genshin impact, Elden Ring, Black Desert)",Yes / เคย,"500–1,000 THB",Buying games (ซื้อเกมมาเล่น),Moderately / ปานกลาง,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Sometimes / บางครั้ง,Never / ไม่เคย,Sometimes / บางครั้ง
4/1/2026 18:03:54,Female / หญิง,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Escaping stress / หนีความเครียด,5-6 hours / 5-6 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop, Console (PlayStation, Xbox, Nintendo)","MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,100–500 THB,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),A lot / มาก,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Sometimes / บางครั้ง
4/1/2026 18:04:14,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,3-4 hours / 3-4 ชั่วโมง,Afternoon / บ่าย,Mobile / มือถือ,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), Puzzle (Ex. Candy Crush, Tetris), Side-scrolling Infinite Runner",Side-scrolling Infinite Runner,No / ไม่เคย,0 THB,Never / ไม่เคย,Slightly / เล็กน้อย,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,No / ไม่ได้เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Sometimes / บางครั้ง,Never / ไม่เคย
4/1/2026 18:11:23,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Achievement / ความสำเร็จในเกม,3-4 hours / 3-4 ชั่วโมง,Afternoon / บ่าย,Mobile / มือถือ,"MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Not at all / ไม่เลย,Not at all / ไม่เลย,More than 8 hour / มากกว่า 8 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Never / ไม่เคย,Never / ไม่เคย
4/1/2026 20:15:54,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,แค่อยากเล่น,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","RPG (Ex. Genshin impact, Elden Ring, Black Desert)","RPG (Ex. Genshin impact, Elden Ring, Black Desert)",Yes / เคย,"500–1,000 THB",ทุกข้อที่กล่าวมา,Moderately / ปานกลาง,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Never / ไม่เคย,Never / ไม่เคย
4/1/2026 21:37:36,Other / อื่นๆ,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Escaping stress / หนีความเครียด,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)","Puzzle (Ex. Candy Crush, Tetris)",Yes / เคย,"500–1,000 THB",In-game items (ไอเทมภายในเกม),Moderately / ปานกลาง,Slightly / เล็กน้อย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Sometimes / บางครั้ง,Never / ไม่เคย,Never / ไม่เคย
4/2/2026 12:47:41,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,3-4 hours / 3-4 ชั่วโมง,Night / กลางคืน,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Sports (Ex. FIFA, eFootball, NBA 2K)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,100–500 THB,Buying games (ซื้อเกมมาเล่น),Moderately / ปานกลาง,A lot / มาก,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Often / บ่อย,Sometimes / บางครั้ง,Sometimes / บางครั้ง
4/4/2026 1:52:32,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,1-2 hours / 1-2 ชั่วโมง,Night / กลางคืน,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Horror (Ex. Resident Evil, Dead By Daylight ,Phasmophobia)","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)",Yes / เคย,100–500 THB,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),A lot / มาก,A lot / มาก,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Often / บ่อย,Never / ไม่เคย,Often / บ่อย
4/19/2026 21:24:29,Female / หญิง,18 - 20,Working / ทำงาน,Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,5-6 hours / 5-6 ชั่วโมง,,,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), Sports (Ex. FIFA, eFootball, NBA 2K)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",In-game items (ไอเทมภายในเกม),Not at all / ไม่เลย,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Often / บ่อย,Sometimes / บางครั้ง
4/19/2026 21:40:19,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Achievement / ความสำเร็จในเกม,Less than 1 hour / น้อยกว่า 1 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"Puzzle (Ex. Candy Crush, Tetris)","Puzzle (Ex. Candy Crush, Tetris)",No / ไม่เคย,0 THB,Never / ไม่เคย,Not at all / ไม่เลย,Not at all / ไม่เลย,5-6 hour / 5-6 ชั่วโมง,Yes / เล่น,Sleep issues / นอนดึก,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Sometimes / บางครั้ง
4/19/2026 21:41:30,Female / หญิง,21 - 23,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,Less than 1 hour / น้อยกว่า 1 ชั่วโมง,Night / กลางคืน,Mobile / มือถือ,"MOBA (Ex. ROV, Dota, MLBB, League Of Legends)","MOBA (Ex. ROV, Dota, MLBB, League Of Legend)",No / ไม่เคย,0 THB,Never / ไม่เคย,Not at all / ไม่เลย,Not at all / ไม่เลย,5-6 hour / 5-6 ชั่วโมง,No / ไม่ได้เล่น,No effect / ไม่ส่งผล,Never / ไม่เคย,Never / ไม่เคย,Never / ไม่เคย
4/19/2026 22:40:12,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,3-4 hours / 3-4 ชั่วโมง,Afternoon / บ่าย,"Mobile / มือถือ, PC / Laptop","Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), Simulation (Ex. The Sims, Animal Crossing, Stardew Valley)","Action / Shooting (Ex. Apex Legend, Valorant, Call Of Duty)",Yes / เคย,Less than 100 THB / ต่ำกว่า 100 บาท,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Slightly / เล็กน้อย,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,Yes / เล่น,Back/neck pain / ปวดหลัง/คอ,Never / ไม่เคย,Never / ไม่เคย,Never / ไม่เคย
4/19/2026 22:53:05,Female / หญิง,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Relaxation / ผ่อนคลาย,Less than 1 hour / น้อยกว่า 1 ชั่วโมง,Afternoon / บ่าย,"Mobile / มือถือ, Other / อื่นๆ","Simulation (Ex. The Sims, Animal Crossing, Stardew Valley), Puzzle (Ex. Candy Crush, Tetris)","Puzzle (Ex. Candy Crush, Tetris)",Yes / เคย,0 THB,Skins / Cosmetic (สกิน / ของตกแต่งภายในเกม),Not at all / ไม่เลย,Not at all / ไม่เลย,7-8 hour / 7-8 ชั่วโมง,No / ไม่ได้เล่น,Back/neck pain / ปวดหลัง/คอ,Often / บ่อย,Never / ไม่เคย,Sometimes / บางครั้ง
4/19/2026 23:27:32,Male / ชาย,18 - 20,"Student / นักเรียน , นักศึกษา",Yes / เล่น,Socializing with friends / เล่นกับเพื่อน,5-6 hours / 5-6 ชั่วโมง,Night / กลางคืน,PC / Laptop,"Action / Shooting (Ex. Apex Legends, Valorant, Call Of Duty), MOBA (Ex. ROV, Dota, MLBB, League Of Legends), RPG (Ex. Genshin impact, Elden Ring, Black Desert)","RPG (Ex. Genshin impact, Elden Ring, Black Desert)",Yes / เคย,"More than 1,000 THB / มากกว่า 1,000 บาท",In-game items (ไอเทมภายในเกม),Not at all / ไม่เลย,Not at all / ไม่เลย,More than 8 hour / มากกว่า 8 ชั่วโมง,Yes / เล่น,No effect / ไม่ส่งผล,Sometimes / บางครั้ง,Sometimes / บางครั้ง,Never / ไม่เคย
